season,game_id,team,team_id,FGA,FTA,TOV,OREB,PTS,poss,pace,ortg,ot_periods,game_minutes
2025_full,1022500207,CON,1611661323,71,15,5,9,70,70.0,70.0,100.0,0,40
2025_full,1022500207,CHI,1611661329,62,12,19,10,62,70.0,70.0,88.57,0,40
2025_full,1022500210,SEA,1611661328,74,13,6,6,75,75.0,75.0,100.0,0,40
2025_full,1022500210,ATL,1611661330,63,15,14,9,85,73.0,73.0,116.44,0,40
2025_full,1022500215,PHX,1611661317,68,14,12,7,83,77.0,77.0,107.79,0,40
2025_full,1022500215,LVA,1611661319,66,26,11,12,86,77.0,77.0,111.69,0,40
2025_full,1022500213,DAL,1611661321,75,11,15,7,96,84.0,84.0,114.29,0,40
2025_full,1022500213,LAS,1611661320,75,25,14,15,97,81.0,81.0,119.75,0,40
2025_full,1022500211,IND,1611661325,73,16,9,7,84,77.0,77.0,109.09,0,40
2025_full,1022500211,WAS,1611661322,55,26,13,4,88,75.0,75.0,117.33,0,40
2025_full,1022500212,CHI,1611661329,65,6,14,9,59,67.0,67.0,88.06,0,40
2025_full,1022500212,GSV,1611661331,56,25,8,6,90,67.0,67.0,134.33,0,40
2025_full,1022500214,ATL,1611661330,58,25,12,7,78,72.0,72.0,108.33,0,40
2025_full,1022500214,SEA,1611661328,71,13,6,7,80,73.0,73.0,109.59,0,40
2025_full,1022500216,MIN,1611661324,65,33,7,6,86,75.0,75.0,114.67,0,40
2025_full,1022500216,NYL,1611661313,71,8,13,7,80,75.0,75.0,106.67,0,40
2025_full,1022500219,LVA,1611661319,68,23,8,4,106,78.0,78.0,135.9,0,40
2025_full,1022500219,DAL,1611661321,78,9,12,8,87,79.0,79.0,110.13,0,40
2025_full,1022500217,WAS,1611661322,59,18,14,8,95,72.0,72.0,131.94,0,40
2025_full,1022500217,LAS,1611661320,70,11,7,4,86,76.0,76.0,113.16,0,40
2025_full,1022500218,CON,1611661323,73,20,14,7,93,87.0,77.33,106.9,1,45
2025_full,1022500218,IND,1611661325,78,25,16,14,99,86.0,76.44,115.12,1,45
2025_full,1022500220,SEA,1611661328,72,13,12,3,78,84.0,84.0,92.86,0,40
2025_full,1022500220,PHX,1611661317,64,18,17,3,83,84.0,84.0,98.81,0,40
2025_full,1022500221,GSV,1611661331,60,16,8,5,63,70.0,70.0,90.0,0,40
2025_full,1022500221,ATL,1611661330,68,16,9,9,79,71.0,71.0,111.27,0,40
2025_full,1022500222,NYL,1611661313,66,18,12,8,85,75.0,75.0,113.33,0,40
2025_full,1022500222,MIN,1611661324,71,14,10,12,75,74.0,74.0,101.35,0,40
2025_full,1022500225,LVA,1611661319,64,11,13,9,74,71.0,71.0,104.23,0,40
2025_full,1022500225,ATL,1611661330,65,14,10,9,72,70.0,70.0,102.86,0,40
2025_full,1022500223,WAS,1611661322,62,14,14,6,69,76.0,76.0,90.79,0,40
2025_full,1022500223,CON,1611661323,68,19,10,9,80,77.0,77.0,103.9,0,40
2025_full,1022500224,CHI,1611661329,77,10,12,7,88,77.0,77.0,114.29,0,40
2025_full,1022500224,SEA,1611661328,68,23,12,6,94,77.0,77.0,122.08,0,40
2025_full,1022500226,GSV,1611661331,77,17,3,9,91,76.0,76.0,119.74,0,40
2025_full,1022500226,PHX,1611661317,69,23,10,10,98,73.0,73.0,134.25,0,40
2025_full,1022500227,LAS,1611661320,74,8,14,11,81,76.0,76.0,106.58,0,40
2025_full,1022500227,DAL,1611661321,60,14,15,2,80,77.0,77.0,103.9,0,40
2025_full,1022500229,NYL,1611661313,72,15,13,10,85,79.0,79.0,107.59,0,40
2025_full,1022500229,CHI,1611661329,62,29,13,10,91,77.0,77.0,118.18,0,40
2025_full,1022500231,LVA,1611661319,73,10,4,6,83,72.0,72.0,115.28,0,40
2025_full,1022500231,PHX,1611661317,71,13,13,13,61,73.0,73.0,83.56,0,40
2025_full,1022500228,CON,1611661323,67,17,10,8,67,71.0,71.0,94.37,0,40
2025_full,1022500228,WAS,1611661322,51,18,16,3,56,71.0,71.0,78.87,0,40
2025_full,1022500230,ATL,1611661330,71,13,9,6,75,77.0,77.0,97.4,0,40
2025_full,1022500230,MIN,1611661324,70,8,18,10,73,80.0,80.0,91.25,0,40
2025_full,1022500234,PHX,1611661317,64,15,13,7,81,74.0,74.0,109.46,0,40
2025_full,1022500234,GSV,1611661331,67,19,6,6,72,74.0,74.0,97.3,0,40
2025_full,1022500233,DAL,1611661321,67,19,16,9,60,81.0,81.0,74.07,0,40
2025_full,1022500233,SEA,1611661328,64,23,8,2,95,80.0,80.0,118.75,0,40
2025_full,1022500232,IND,1611661325,62,13,13,4,90,74.0,74.0,121.62,0,40
2025_full,1022500232,MIN,1611661324,68,17,8,9,95,71.0,71.0,133.8,0,40
2025_full,1022500236,WAS,1611661322,65,28,12,8,81,77.0,77.0,105.19,0,40
2025_full,1022500236,LVA,1611661319,65,15,11,4,91,76.0,76.0,119.74,0,40
2025_full,1022500237,CHI,1611661329,61,26,17,10,84,76.0,76.0,110.53,0,40
2025_full,1022500237,CON,1611661323,66,22,8,7,94,75.0,75.0,125.33,0,40
2025_full,1022500235,ATL,1611661330,76,12,5,16,78,69.0,69.0,113.04,0,40
2025_full,1022500235,NYL,1611661313,58,10,13,4,62,70.0,70.0,88.57,0,40
2025_full,1022500239,DAL,1611661321,75,14,3,12,81,70.0,70.0,115.71,0,40
2025_full,1022500239,GSV,1611661331,62,18,12,9,90,71.0,71.0,126.76,0,40
2025_full,1022500238,WAS,1611661322,59,18,19,3,82,81.0,81.0,101.23,0,40
2025_full,1022500238,SEA,1611661328,74,13,11,10,84,81.0,81.0,103.7,0,40
2025_full,1022500240,MIN,1611661324,63,14,14,7,97,74.0,74.0,131.08,0,40
2025_full,1022500240,IND,1611661325,65,17,12,9,84,72.0,72.0,116.67,0,40
2025_full,1022500241,NYL,1611661313,58,19,14,6,81,75.0,75.0,108.0,0,40
2025_full,1022500241,CON,1611661323,71,14,12,12,79,75.0,75.0,105.33,0,40
2025_full,1022500242,CHI,1611661329,65,23,18,10,74,78.0,78.0,94.87,0,40
2025_full,1022500242,LVA,1611661319,67,10,12,4,79,77.0,77.0,102.6,0,40
2025_full,1022500244,LAS,1611661320,65,17,16,5,84,81.0,81.0,103.7,0,40
2025_full,1022500244,PHX,1611661317,69,18,13,7,92,79.0,79.0,116.46,0,40
2025_full,1022500243,IND,1611661325,71,20,11,12,95,77.0,77.0,123.38,0,40
2025_full,1022500243,SEA,1611661328,61,15,13,3,75,76.0,76.0,98.68,0,40
2025_full,1022500246,DAL,1611661321,75,17,13,6,95,88.0,88.0,107.95,0,40
2025_full,1022500246,CON,1611661323,69,29,12,4,101,89.0,89.0,113.48,0,40
2025_full,1022500245,ATL,1611661330,75,13,9,13,75,75.0,75.0,100.0,0,40
2025_full,1022500245,LVA,1611661319,67,11,7,5,81,74.0,74.0,109.46,0,40
2025_full,1022500247,NYL,1611661313,56,28,7,7,89,69.0,69.0,128.99,0,40
2025_full,1022500247,WAS,1611661322,65,6,10,6,63,70.0,70.0,90.0,0,40
2025_full,1022500249,PHX,1611661317,71,22,9,14,83,73.0,73.0,113.7,0,40
2025_full,1022500249,CHI,1611661329,65,14,20,12,79,73.0,73.0,108.22,0,40
2025_full,1022500248,MIN,1611661324,68,14,14,8,79,76.0,76.0,103.95,0,40
2025_full,1022500248,SEA,1611661328,70,20,9,9,93,78.0,78.0,119.23,0,40
2025_full,1022500251,LAS,1611661320,56,16,22,3,75,81.0,81.0,92.59,0,40
2025_full,1022500251,IND,1611661325,81,10,15,15,76,83.0,83.0,91.57,0,40
2025_full,1022500250,ATL,1611661330,69,12,9,7,100,75.0,75.0,133.33,0,40
2025_full,1022500250,DAL,1611661321,73,9,11,5,78,75.0,75.0,104.0,0,40
2025_full,1022500255,PHX,1611661317,63,14,12,9,80,68.0,68.0,117.65,0,40
2025_full,1022500255,NYL,1611661313,54,11,16,5,63,68.0,68.0,92.65,0,40
2025_full,1022500252,CON,1611661323,69,21,15,18,70,72.0,72.0,97.22,0,40
2025_full,1022500252,MIN,1611661324,66,16,7,11,94,69.0,69.0,136.23,0,40
2025_full,1022500254,SEA,1611661328,65,18,13,8,79,76.0,76.0,103.95,0,40
2025_full,1022500254,CHI,1611661329,61,25,19,13,69,76.0,76.0,90.79,0,40
2025_full,1022500253,GSV,1611661331,60,24,11,1,99,76.0,76.0,130.26,0,40
2025_full,1022500253,WAS,1611661322,64,12,12,3,62,76.0,76.0,81.58,0,40
2025_full,1022500256,LAS,1611661320,70,18,13,6,81,82.0,82.0,98.78,0,40
2025_full,1022500256,WAS,1611661322,72,18,11,9,78,82.0,82.0,95.12,0,40
2025_full,1022500257,GSV,1611661331,55,9,19,4,75,67.0,67.0,111.94,0,40
2025_full,1022500257,IND,1611661325,63,18,14,11,63,68.0,68.0,92.65,0,40
2025_full,1022500258,CON,1611661323,62,14,11,5,76,70.0,70.0,108.57,0,40
2025_full,1022500258,ATL,1611661330,69,24,6,13,93,69.0,69.0,134.78,0,40
2025_full,1022500259,MIN,1611661324,65,11,13,6,96,76.0,76.0,126.32,0,40
2025_full,1022500259,DAL,1611661321,67,23,13,10,71,77.0,77.0,92.21,0,40
2025_full,1022500260,SEA,1611661328,73,15,14,7,85,74.0,74.0,114.86,0,40
2025_full,1022500260,LAS,1611661320,67,19,18,8,91,74.0,74.0,122.97,0,40
2025_full,1022500262,PHX,1611661317,66,23,9,6,85,78.0,78.0,108.97,0,40
2025_full,1022500262,IND,1611661325,75,8,12,12,77,76.0,76.0,101.32,0,40
2025_full,1022500261,GSV,1611661331,59,20,13,9,66,70.0,70.0,94.29,0,40
2025_full,1022500261,NYL,1611661313,57,19,13,6,58,70.0,70.0,82.86,0,40
2025_full,1022500264,CHI,1611661329,65,24,10,13,88,68.0,68.0,129.41,0,40
2025_full,1022500264,CON,1611661323,65,12,16,12,64,70.0,70.0,91.43,0,40
2025_full,1022500263,ATL,1611661330,79,8,10,12,86,77.0,77.0,111.69,0,40
2025_full,1022500263,LAS,1611661320,69,20,11,9,75,77.0,77.0,97.4,0,40
2025_full,1022500267,LVA,1611661319,69,11,11,5,97,79.0,79.0,122.78,0,40
2025_full,1022500267,MIN,1611661324,67,11,12,5,87,77.0,77.0,112.99,0,40
2025_full,1022500265,WAS,1611661322,73,14,8,8,69,73.0,73.0,94.52,0,40
2025_full,1022500265,PHX,1611661317,67,9,10,7,75,73.0,73.0,102.74,0,40
2025_full,1022500266,GSV,1611661331,65,23,15,10,84,75.0,75.0,112.0,0,40
2025_full,1022500266,DAL,1611661321,71,20,9,8,80,77.0,77.0,103.9,0,40
2025_full,1022500269,IND,1611661325,73,19,9,8,97,80.0,80.0,121.25,0,40
2025_full,1022500269,CHI,1611661329,48,33,23,7,77,79.0,79.0,97.47,0,40
2025_full,1022500270,SEA,1611661328,68,15,9,6,76,76.0,76.0,100.0,0,40
2025_full,1022500270,NYL,1611661313,55,23,13,5,84,73.0,73.0,115.07,0,40
2025_full,1022500268,ATL,1611661330,77,12,9,13,104,77.0,77.0,135.06,0,40
2025_full,1022500268,LAS,1611661320,63,25,8,7,85,76.0,76.0,111.84,0,40
2025_full,1022500271,CON,1611661323,63,34,14,6,87,82.0,82.0,106.1,0,40
2025_full,1022500271,PHX,1611661317,71,21,12,9,84,80.0,80.0,105.0,0,40
2025_full,1022500272,GSV,1611661331,70,12,12,9,72,73.0,73.0,98.63,0,40
2025_full,1022500272,MIN,1611661324,68,16,10,8,78,73.0,73.0,106.85,0,40
2025_full,1022500275,LVA,1611661319,70,7,10,6,80,73.0,73.0,109.59,0,40
2025_full,1022500275,CHI,1611661329,67,7,17,12,66,73.0,73.0,90.41,0,40
2025_full,1022500274,LAS,1611661320,84,20,7,10,91,84.0,84.0,108.33,0,40
2025_full,1022500274,DAL,1611661321,72,17,15,10,77,84.0,84.0,91.67,0,40
2025_full,1022500273,WAS,1611661322,57,15,21,8,60,74.0,74.0,81.08,0,40
2025_full,1022500273,IND,1611661325,70,19,6,8,90,74.0,74.0,121.62,0,40
2025_full,1022500276,ATL,1611661330,74,10,9,5,87,77.0,77.0,112.99,0,40
2025_full,1022500276,CON,1611661323,66,11,14,6,62,79.0,79.0,78.48,0,40
2025_full,1022500277,NYL,1611661313,64,16,11,5,75,72.0,72.0,104.17,0,40
2025_full,1022500277,WAS,1611661322,62,13,8,2,66,72.0,72.0,91.67,0,40
2025_full,1022500280,PHX,1611661317,72,17,12,11,83,78.0,78.0,106.41,0,40
2025_full,1022500280,LAS,1611661320,69,25,9,9,88,77.0,77.0,114.29,0,40
2025_full,1022500279,LVA,1611661319,62,12,7,4,92,70.0,70.0,131.43,0,40
2025_full,1022500279,CHI,1611661329,58,20,12,7,61,69.0,69.0,88.41,0,40
2025_full,1022500278,IND,1611661325,64,14,13,8,83,76.0,76.0,109.21,0,40
2025_full,1022500278,MIN,1611661324,74,9,11,13,72,76.0,76.0,94.74,0,40
2025_full,1022500281,SEA,1611661328,64,20,13,13,74,71.0,71.0,104.23,0,40
2025_full,1022500281,GSV,1611661331,65,14,9,10,73,68.0,68.0,107.35,0,40
2025_full,1022500282,CON,1611661323,73,21,10,14,72,73.0,73.0,98.63,0,40
2025_full,1022500282,ATL,1611661330,61,14,13,5,88,73.0,73.0,120.55,0,40
2025_full,1022500286,LAS,1611661320,73,10,14,5,75,82.0,82.0,91.46,0,40
2025_full,1022500286,LVA,1611661319,78,6,11,11,103,79.0,79.0,130.38,0,40
2025_full,1022500284,DAL,1611661321,84,11,9,17,97,76.0,76.0,127.63,0,40
2025_full,1022500284,PHX,1611661317,58,17,18,5,76,77.0,77.0,98.7,0,40
2025_full,1022500285,MIN,1611661324,67,9,17,14,72,73.0,73.0,98.63,0,40
2025_full,1022500285,GSV,1611661331,66,15,20,15,53,74.0,74.0,71.62,0,40
2025_full,1022500283,CHI,1611661329,64,12,11,3,86,75.0,75.0,114.67,0,40
2025_full,1022500283,NYL,1611661313,69,17,10,10,91,74.0,74.0,122.97,0,40
2026_first8,1022600001,NYL,1611661313,67,31,16,7,106,88.0,88.0,120.45,0,40
2026_first8,1022600001,CON,1611661323,83,15,16,12,75,89.0,89.0,84.27,0,40
2026_first8,1022600003,SEA,1611661328,63,27,14,13,80,74.0,74.0,108.11,0,40
2026_first8,1022600003,GSV,1611661331,74,22,9,13,91,75.0,75.0,121.33,0,40
2026_first8,1022600002,TOR,1611661332,63,35,16,9,65,80.0,80.0,81.25,0,40
2026_first8,1022600002,WAS,1611661322,64,22,18,9,68,81.0,81.0,83.95,0,40
2026_first8,1022600004,IND,1611661325,77,21,14,7,104,88.0,88.0,118.18,0,40
2026_first8,1022600004,DAL,1611661321,66,24,15,3,107,85.0,85.0,125.88,0,40
2026_first8,1022600010,MIN,1611661324,70,22,15,7,90,85.0,85.0,105.88,0,40
2026_first8,1022600010,ATL,1611661330,73,30,20,19,91,84.0,84.0,108.33,0,40
2026_first8,1022600005,LVA,1611661319,71,8,17,6,66,82.0,82.0,80.49,0,40
2026_first8,1022600005,PHX,1611661317,77,15,7,7,99,80.0,80.0,123.75,0,40
2026_first8,1022600006,PDX,1611661327,71,20,8,3,72,81.0,81.0,88.89,0,40
2026_first8,1022600006,CHI,1611661329,69,34,9,14,74,78.0,78.0,94.87,0,40
2026_first8,1022600007,CON,1611661323,73,22,16,10,82,84.0,84.0,97.62,0,40
2026_first8,1022600007,SEA,1611661328,61,33,14,7,89,86.0,86.0,103.49,0,40
2026_first8,1022600008,WAS,1611661322,80,29,13,19,93,83.0,73.78,112.05,1,45
2026_first8,1022600008,NYL,1611661313,69,28,15,8,98,84.0,74.67,116.67,1,45
2026_first8,1022600009,LAS,1611661320,78,16,19,15,78,83.0,83.0,93.98,0,40
2026_first8,1022600009,LVA,1611661319,69,17,14,6,105,83.0,83.0,126.51,0,40
2026_first8,1022600011,GSV,1611661331,67,18,9,6,95,76.0,76.0,125.0,0,40
2026_first8,1022600011,PHX,1611661317,54,19,17,4,79,74.0,74.0,106.76,0,40
2026_first8,1022600012,DAL,1611661321,73,14,8,7,72,76.0,76.0,94.74,0,40
2026_first8,1022600012,ATL,1611661330,69,17,9,11,77,75.0,75.0,102.67,0,40
2026_first8,1022600014,PDX,1611661327,68,15,13,8,98,78.0,78.0,125.64,0,40
2026_first8,1022600014,NYL,1611661313,62,18,18,8,96,77.0,77.0,124.68,0,40
2026_first8,1022600013,PHX,1611661317,71,33,11,9,84,82.0,82.0,102.44,0,40
2026_first8,1022600013,MIN,1611661324,64,24,15,9,88,80.0,80.0,110.0,0,40
2026_first8,1022600015,TOR,1611661332,69,18,12,9,86,78.0,78.0,110.26,0,40
2026_first8,1022600015,SEA,1611661328,58,17,19,3,73,80.0,80.0,91.25,0,40
2026_first8,1022600016,CON,1611661323,70,24,13,8,69,82.0,82.0,84.15,0,40
2026_first8,1022600016,LVA,1611661319,72,21,15,12,98,82.0,82.0,119.51,0,40
2026_first8,1022600017,GSV,1611661331,75,16,11,13,63,76.0,76.0,82.89,0,40
2026_first8,1022600017,CHI,1611661329,69,21,8,8,69,75.0,75.0,92.0,0,40
2026_first8,1022600018,LAS,1611661320,57,25,19,4,78,81.0,81.0,96.3,0,40
2026_first8,1022600018,IND,1611661325,63,19,16,8,87,79.0,79.0,110.13,0,40
2026_first8,1022600019,DAL,1611661321,67,22,11,9,86,75.0,75.0,114.67,0,40
2026_first8,1022600019,MIN,1611661324,58,18,16,6,90,73.0,73.0,123.29,0,40
2026_first8,1022600020,PDX,1611661327,68,20,15,7,82,84.0,84.0,97.62,0,40
2026_first8,1022600020,NYL,1611661313,67,20,12,4,100,83.0,83.0,120.48,0,40
2026_first8,1022600021,CON,1611661323,81,15,13,11,94,84.0,84.0,111.9,0,40
2026_first8,1022600021,LVA,1611661319,58,32,17,3,101,82.0,82.0,123.17,0,40
2026_first8,1022600023,LAS,1611661320,58,20,16,2,99,77.0,77.0,128.57,0,40
2026_first8,1022600023,TOR,1611661332,70,22,13,10,95,79.0,79.0,120.25,0,40
2026_first8,1022600024,PHX,1611661317,62,41,15,10,91,82.0,82.0,110.98,0,40
2026_first8,1022600024,CHI,1611661329,68,26,11,6,83,81.0,81.0,102.47,0,40
2026_first8,1022600022,IND,1611661325,92,19,11,11,102,93.0,82.67,109.68,1,45
2026_first8,1022600022,WAS,1611661322,68,28,20,8,104,92.0,81.78,113.04,1,45
2026_first8,1022600026,ATL,1611661330,73,37,13,11,84,86.0,86.0,97.67,0,40
2026_first8,1022600026,LVA,1611661319,73,17,13,6,85,85.0,85.0,100.0,0,40
2026_first8,1022600027,IND,1611661325,67,22,17,7,89,81.0,81.0,109.88,0,40
2026_first8,1022600027,SEA,1611661328,71,27,8,3,78,83.0,83.0,93.98,0,40
